performance_id,student_id,year,class_name,subject,total_score,teacher_id,family_id,total_attendance,score_range
3824,1128,2021,JS3B,English Language,38,202,5128,126,30-39
3825,1128,2021,JS3B,Civic Education,61,217,5128,150,60-69
3826,1128,2021,JS3B,Basic Science,44,208,5128,122,40-49
3827,1128,2021,JS3B,Basic Technology,60,211,5128,166,60-69
3828,1128,2021,JS3B,Social Studies,55,214,5128,157,50-59
3829,1128,2022,SS1B,Mathematics,84,205,5128,184,80-89
3830,1128,2022,SS1B,English Language,59,202,5128,166,50-59
3831,1128,2022,SS1B,Civic Education,55,217,5128,162,50-59
3832,1128,2022,SS1B,Physics,60,220,5128,159,60-69
3833,1128,2022,SS1B,Chemistry,40,223,5128,125,40-49
3834,1128,2022,SS1B,Biology,50,226,5128,173,50-59
3835,1128,2023,SS2B,Mathematics,54,205,5128,162,50-59
3836,1128,2023,SS2B,English Language,31,202,5128,121,30-39
3837,1128,2023,SS2B,Civic Education,59,217,5128,178,50-59
3838,1128,2023,SS2B,Physics,40,220,5128,125,40-49
3839,1128,2023,SS2B,Chemistry,64,223,5128,163,60-69
3840,1128,2023,SS2B,Biology,48,226,5128,143,40-49
3841,1129,2019,JS1B,Mathematics,40,205,5129,124,40-49
3842,1129,2019,JS1B,English Language,40,202,5129,122,40-49
3843,1129,2019,JS1B,Civic Education,51,217,5129,156,50-59
3844,1129,2019,JS1B,Basic Science,50,208,5129,175,50-59
3845,1129,2019,JS1B,Basic Technology,49,211,5129,138,40-49
3846,1129,2019,JS1B,Social Studies,30,214,5129,132,30-39
3847,1129,2020,JS2B,Mathematics,32,205,5129,129,30-39
3848,1129,2020,JS2B,English Language,41,202,5129,121,40-49
3849,1129,2020,JS2B,Civic Education,38,217,5129,141,30-39
3850,1129,2020,JS2B,Basic Science,44,208,5129,136,40-49
3851,1129,2020,JS2B,Basic Technology,56,211,5129,178,50-59
3852,1129,2020,JS2B,Social Studies,45,214,5129,128,40-49
3853,1129,2021,JS3B,Mathematics,47,205,5129,145,40-49
3854,1129,2021,JS3B,English Language,53,202,5129,169,50-59
3855,1129,2021,JS3B,Civic Education,99,217,5129,193,90-100
3856,1129,2021,JS3B,Basic Science,49,208,5129,133,40-49
3857,1129,2021,JS3B,Basic Technology,39,211,5129,143,30-39
3858,1129,2021,JS3B,Social Studies,60,214,5129,156,60-69
3859,1129,2022,SS1B,Mathematics,34,205,5129,141,30-39
3860,1129,2022,SS1B,English Language,59,202,5129,168,50-59
3861,1129,2022,SS1B,Civic Education,79,217,5129,197,70-79
3862,1129,2022,SS1B,Physics,46,220,5129,141,40-49
3863,1129,2022,SS1B,Chemistry,52,223,5129,166,50-59
3864,1129,2022,SS1B,Biology,32,226,5129,124,30-39
3865,1129,2023,SS2B,Mathematics,80,205,5129,200,80-89
3866,1129,2023,SS2B,English Language,50,202,5129,179,50-59
3867,1129,2023,SS2B,Civic Education,86,217,5129,185,80-89
3868,1129,2023,SS2B,Physics,59,220,5129,156,50-59
3869,1129,2023,SS2B,Chemistry,38,223,5129,140,30-39
3870,1129,2023,SS2B,Biology,40,226,5129,128,40-49
3871,1130,2019,JS1B,Mathematics,33,205,5130,145,30-39
3872,1130,2019,JS1B,English Language,82,202,5130,183,80-89
3873,1130,2019,JS1B,Civic Education,78,217,5130,180,70-79
3874,1130,2019,JS1B,Basic Science,67,208,5130,151,60-69
3875,1130,2019,JS1B,Basic Technology,33,211,5130,128,30-39
3876,1130,2019,JS1B,Social Studies,90,214,5130,188,90-100
3877,1130,2020,JS2B,Mathematics,40,205,5130,128,40-49
3878,1130,2020,JS2B,English Language,89,202,5130,200,80-89
3879,1130,2020,JS2B,Civic Education,34,217,5130,131,30-39
3880,1130,2020,JS2B,Basic Science,91,208,5130,193,90-100
3881,1130,2020,JS2B,Basic Technology,96,211,5130,198,90-100
3882,1130,2020,JS2B,Social Studies,41,214,5130,144,40-49
3883,1130,2021,JS3B,Mathematics,45,205,5130,134,40-49
3884,1130,2021,JS3B,English Language,30,202,5130,133,30-39
3885,1130,2021,JS3B,Civic Education,69,217,5130,161,60-69
3886,1130,2021,JS3B,Basic Science,65,208,5130,152,60-69
3887,1130,2021,JS3B,Basic Technology,49,211,5130,125,40-49
3888,1130,2021,JS3B,Social Studies,35,214,5130,133,30-39
3889,1130,2022,SS1B,Mathematics,60,205,5130,170,60-69
3890,1130,2022,SS1B,English Language,43,202,5130,135,40-49
3891,1130,2022,SS1B,Civic Education,51,217,5130,174,50-59
3892,1130,2022,SS1B,Physics,52,220,5130,165,50-59
3893,1130,2022,SS1B,Chemistry,71,223,5130,191,70-79
3894,1130,2022,SS1B,Biology,40,226,5130,129,40-49
3895,1130,2023,SS2B,Mathematics,55,205,5130,152,50-59
3896,1130,2023,SS2B,English Language,40,202,5130,130,40-49
3897,1130,2023,SS2B,Civic Education,52,217,5130,172,50-59
3898,1130,2023,SS2B,Physics,32,220,5130,124,30-39
3899,1130,2023,SS2B,Chemistry,50,223,5130,165,50-59
3900,1130,2023,SS2B,Biology,40,226,5130,144,40-49
3901,1131,2019,JS1B,Mathematics,47,205,5131,145,40-49
3902,1131,2019,JS1B,English Language,47,202,5131,139,40-49
3903,1131,2019,JS1B,Civic Education,88,217,5131,196,80-89
3904,1131,2019,JS1B,Basic Science,53,208,5131,154,50-59
3905,1131,2019,JS1B,Basic Technology,80,211,5131,198,80-89
3906,1131,2019,JS1B,Social Studies,35,214,5131,121,30-39
3907,1131,2020,JS2B,Mathematics,88,205,5131,191,80-89
3908,1131,2020,JS2B,English Language,46,202,5131,140,40-49
3909,1131,2020,JS2B,Civic Education,40,217,5131,149,40-49
3910,1131,2020,JS2B,Basic Science,75,208,5131,182,70-79
3911,1131,2020,JS2B,Basic Technology,44,211,5131,124,40-49
3912,1131,2020,JS2B,Social Studies,53,214,5131,151,50-59
3913,1131,2021,JS3B,Mathematics,54,205,5131,157,50-59
3914,1131,2021,JS3B,English Language,48,202,5131,121,40-49
3915,1131,2021,JS3B,Civic Education,32,217,5131,120,30-39
3916,1131,2021,JS3B,Basic Science,40,208,5131,143,40-49
3917,1131,2021,JS3B,Basic Technology,55,211,5131,168,50-59
3918,1131,2021,JS3B,Social Studies,33,214,5131,142,30-39
3919,1131,2022,SS1B,Mathematics,40,205,5131,137,40-49
3920,1131,2022,SS1B,English Language,64,202,5131,178,60-69
3921,1131,2022,SS1B,Civic Education,54,217,5131,173,50-59
3922,1131,2022,SS1B,Physics,53,220,5131,153,50-59
3923,1131,2022,SS1B,Chemistry,60,223,5131,157,60-69
3924,1131,2022,SS1B,Biology,78,226,5131,192,70-79
3925,1131,2023,SS2B,Mathematics,45,205,5131,150,40-49
3926,1131,2023,SS2B,English Language,47,202,5131,120,40-49
3927,1131,2023,SS2B,Civic Education,40,217,5131,137,40-49
3928,1131,2023,SS2B,Physics,48,220,5131,146,40-49
3929,1131,2023,SS2B,Chemistry,40,223,5131,126,40-49
3930,1131,2023,SS2B,Biology,55,226,5131,172,50-59
3931,1132,2019,JS1B,Mathematics,80,205,5132,197,80-89
3932,1132,2019,JS1B,English Language,56,202,5132,158,50-59
3933,1132,2019,JS1B,Civic Education,96,217,5132,197,90-100
3934,1132,2019,JS1B,Basic Science,30,208,5132,144,30-39
3935,1132,2019,JS1B,Basic Technology,48,211,5132,148,40-49
3936,1132,2019,JS1B,Social Studies,99,214,5132,181,90-100
3937,1132,2020,JS2B,Mathematics,38,205,5132,140,30-39
3938,1132,2020,JS2B,English Language,64,202,5132,178,60-69
3939,1132,2020,JS2B,Civic Education,34,217,5132,142,30-39
3940,1132,2020,JS2B,Basic Science,34,208,5132,122,30-39
3941,1132,2020,JS2B,Basic Technology,50,211,5132,161,50-59
3942,1132,2020,JS2B,Social Studies,95,214,5132,183,90-100
3943,1132,2021,JS3B,Mathematics,60,205,5132,152,60-69
3944,1132,2021,JS3B,English Language,58,202,5132,154,50-59
3945,1132,2021,JS3B,Civic Education,41,217,5132,134,40-49
3946,1132,2021,JS3B,Basic Science,57,208,5132,158,50-59
3947,1132,2021,JS3B,Basic Technology,55,211,5132,171,50-59
3948,1132,2021,JS3B,Social Studies,40,214,5132,145,40-49
3949,1132,2022,SS1B,Mathematics,54,205,5132,177,50-59
3950,1132,2022,SS1B,English Language,40,202,5132,141,40-49
3951,1132,2022,SS1B,Civic Education,56,217,5132,178,50-59
3952,1132,2022,SS1B,Physics,49,220,5132,126,40-49
3953,1132,2022,SS1B,Chemistry,56,223,5132,155,50-59
3954,1132,2022,SS1B,Biology,50,226,5132,176,50-59
3955,1132,2023,SS2B,Mathematics,46,205,5132,146,40-49
3956,1132,2023,SS2B,English Language,33,202,5132,134,30-39
3957,1132,2023,SS2B,Civic Education,33,217,5132,142,30-39
3958,1132,2023,SS2B,Physics,47,220,5132,134,40-49
3959,1132,2023,SS2B,Chemistry,48,223,5132,123,40-49
3960,1132,2023,SS2B,Biology,42,226,5132,122,40-49
3961,1133,2019,JS1B,Mathematics,53,205,5133,171,50-59
3962,1133,2019,JS1B,English Language,56,202,5133,167,50-59
3963,1133,2019,JS1B,Civic Education,50,217,5133,176,50-59
3964,1133,2019,JS1B,Basic Science,37,208,5133,147,30-39
3965,1133,2019,JS1B,Basic Technology,72,211,5133,183,70-79
3966,1133,2019,JS1B,Social Studies,49,214,5133,146,40-49
3967,1133,2020,JS2B,Mathematics,37,205,5133,130,30-39
3968,1133,2020,JS2B,English Language,87,202,5133,184,80-89
3969,1133,2020,JS2B,Civic Education,90,217,5133,200,90-100
3970,1133,2020,JS2B,Basic Science,34,208,5133,136,30-39
3971,1133,2020,JS2B,Basic Technology,35,211,5133,142,30-39
3972,1133,2020,JS2B,Social Studies,38,214,5133,122,30-39
3973,1133,2021,JS3B,Mathematics,36,205,5133,129,30-39
3974,1133,2021,JS3B,English Language,34,202,5133,147,30-39
3975,1133,2021,JS3B,Civic Education,54,217,5133,155,50-59
3976,1133,2021,JS3B,Basic Science,46,208,5133,140,40-49
3977,1133,2021,JS3B,Basic Technology,58,211,5133,170,50-59
3978,1133,2021,JS3B,Social Studies,43,214,5133,137,40-49
3979,1133,2022,SS1B,Mathematics,98,205,5133,180,90-100
3980,1133,2022,SS1B,English Language,58,202,5133,163,50-59
3981,1133,2022,SS1B,Civic Education,34,217,5133,127,30-39
3982,1133,2022,SS1B,Physics,45,220,5133,146,40-49
3983,1133,2022,SS1B,Chemistry,39,223,5133,120,30-39
3984,1133,2022,SS1B,Biology,53,226,5133,170,50-59
3985,1133,2023,SS2B,Mathematics,44,205,5133,143,40-49
3986,1133,2023,SS2B,English Language,41,202,5133,135,40-49
3987,1133,2023,SS2B,Civic Education,59,217,5133,154,50-59
3988,1133,2023,SS2B,Physics,85,220,5133,189,80-89
3989,1133,2023,SS2B,Chemistry,80,223,5133,188,80-89
3990,1133,2023,SS2B,Biology,43,226,5133,147,40-49
3991,1134,2019,JS1B,Mathematics,85,205,5134,191,80-89
3992,1134,2019,JS1B,English Language,45,202,5134,139,40-49
3993,1134,2019,JS1B,Civic Education,90,217,5134,191,90-100
3994,1134,2019,JS1B,Basic Science,54,208,5134,172,50-59
3995,1134,2019,JS1B,Basic Technology,32,211,5134,121,30-39
3996,1134,2019,JS1B,Social Studies,37,214,5134,135,30-39
3997,1134,2020,JS2B,Mathematics,31,205,5134,137,30-39
3998,1134,2020,JS2B,English Language,40,202,5134,138,40-49
3999,1134,2020,JS2B,Civic Education,85,217,5134,193,80-89
4000,1134,2020,JS2B,Basic Science,54,208,5134,164,50-59
4001,1134,2020,JS2B,Basic Technology,51,211,5134,152,50-59
4002,1134,2020,JS2B,Social Studies,83,214,5134,200,80-89
4003,1134,2021,JS3B,Mathematics,30,205,5134,133,30-39
4004,1134,2021,JS3B,English Language,58,202,5134,167,50-59
4005,1134,2021,JS3B,Civic Education,76,217,5134,200,70-79
4006,1134,2021,JS3B,Basic Science,52,208,5134,163,50-59
4007,1134,2021,JS3B,Basic Technology,93,211,5134,180,90-100
4008,1134,2021,JS3B,Social Studies,45,214,5134,133,40-49
4009,1134,2022,SS1B,Mathematics,60,205,5134,154,60-69
4010,1134,2022,SS1B,English Language,53,202,5134,150,50-59
4011,1134,2022,SS1B,Civic Education,42,217,5134,148,40-49
4012,1134,2022,SS1B,Physics,54,220,5134,172,50-59
4013,1134,2022,SS1B,Chemistry,73,223,5134,185,70-79
4014,1134,2022,SS1B,Biology,32,226,5134,130,30-39
4015,1134,2023,SS2B,Mathematics,45,205,5134,125,40-49
4016,1134,2023,SS2B,English Language,32,202,5134,145,30-39
4017,1134,2023,SS2B,Civic Education,55,217,5134,150,50-59
4018,1134,2023,SS2B,Physics,95,220,5134,187,90-100
4019,1134,2023,SS2B,Chemistry,46,223,5134,148,40-49
4020,1134,2023,SS2B,Biology,32,226,5134,139,30-39
4021,1135,2019,JS1B,Mathematics,59,205,5135,166,50-59
4022,1135,2019,JS1B,English Language,31,202,5135,137,30-39
4023,1135,2019,JS1B,Civic Education,51,217,5135,151,50-59
4024,1135,2019,JS1B,Basic Science,32,208,5135,144,30-39
4025,1135,2019,JS1B,Basic Technology,91,211,5135,189,90-100
4026,1135,2019,JS1B,Social Studies,52,214,5135,168,50-59
4027,1135,2020,JS2B,Mathematics,52,205,5135,178,50-59
4028,1135,2020,JS2B,English Language,34,202,5135,129,30-39
4029,1135,2020,JS2B,Civic Education,37,217,5135,144,30-39
4030,1135,2020,JS2B,Basic Science,56,208,5135,150,50-59
4031,1135,2020,JS2B,Basic Technology,98,211,5135,182,90-100
4032,1135,2020,JS2B,Social Studies,91,214,5135,199,90-100
4033,1135,2021,JS3B,Mathematics,33,205,5135,142,30-39
4034,1135,2021,JS3B,English Language,48,202,5135,134,40-49
4035,1135,2021,JS3B,Civic Education,81,217,5135,185,80-89
4036,1135,2021,JS3B,Basic Science,50,208,5135,174,50-59
4037,1135,2021,JS3B,Basic Technology,49,211,5135,144,40-49
4038,1135,2021,JS3B,Social Studies,90,214,5135,181,90-100
4039,1135,2022,SS1B,Mathematics,42,205,5135,131,40-49
4040,1135,2022,SS1B,English Language,43,202,5135,129,40-49
4041,1135,2022,SS1B,Civic Education,41,217,5135,128,40-49
4042,1135,2022,SS1B,Physics,42,220,5135,136,40-49
4043,1135,2022,SS1B,Chemistry,37,223,5135,129,30-39
4044,1135,2022,SS1B,Biology,42,226,5135,143,40-49
4045,1135,2023,SS2B,Mathematics,80,205,5135,190,80-89
4046,1135,2023,SS2B,English Language,54,202,5135,169,50-59
4047,1135,2023,SS2B,Civic Education,40,217,5135,125,40-49
4048,1135,2023,SS2B,Physics,39,220,5135,136,30-39
4049,1135,2023,SS2B,Chemistry,88,223,5135,195,80-89
4050,1135,2023,SS2B,Biology,55,226,5135,158,50-59
4051,1136,2019,JS1B,Mathematics,57,205,5136,180,50-59
4052,1136,2019,JS1B,English Language,57,202,5136,152,50-59
4053,1136,2019,JS1B,Civic Education,31,217,5136,130,30-39
4054,1136,2019,JS1B,Basic Science,60,208,5136,150,60-69
4055,1136,2019,JS1B,Basic Technology,48,211,5136,131,40-49
4056,1136,2019,JS1B,Social Studies,34,214,5136,138,30-39
4057,1136,2020,JS2B,Mathematics,50,205,5136,172,50-59
4058,1136,2020,JS2B,English Language,32,202,5136,133,30-39
4059,1136,2020,JS2B,Civic Education,46,217,5136,132,40-49
4060,1136,2020,JS2B,Basic Science,46,208,5136,139,40-49
4061,1136,2020,JS2B,Basic Technology,39,211,5136,134,30-39
4062,1136,2020,JS2B,Social Studies,54,214,5136,177,50-59
4063,1136,2021,JS3B,Mathematics,37,205,5136,136,30-39
4064,1136,2021,JS3B,English Language,96,202,5136,195,90-100
4065,1136,2021,JS3B,Civic Education,44,217,5136,133,40-49
4066,1136,2021,JS3B,Basic Science,60,208,5136,152,60-69
4067,1136,2021,JS3B,Basic Technology,37,211,5136,147,30-39
4068,1136,2021,JS3B,Social Studies,36,214,5136,128,30-39
4069,1136,2022,SS1B,Mathematics,44,205,5136,145,40-49
4070,1136,2022,SS1B,English Language,60,202,5136,170,60-69
4071,1136,2022,SS1B,Civic Education,38,217,5136,126,30-39
4072,1136,2022,SS1B,Physics,84,220,5136,193,80-89
4073,1136,2022,SS1B,Chemistry,49,223,5136,130,40-49
4074,1136,2022,SS1B,Biology,57,226,5136,155,50-59
4075,1136,2023,SS2B,Mathematics,42,205,5136,147,40-49
4076,1136,2023,SS2B,English Language,34,202,5136,147,30-39
4077,1136,2023,SS2B,Civic Education,32,217,5136,133,30-39
4078,1136,2023,SS2B,Physics,36,220,5136,128,30-39
4079,1136,2023,SS2B,Chemistry,83,223,5136,199,80-89
4080,1136,2023,SS2B,Biology,45,226,5136,130,40-49
4081,1137,2019,JS1B,Mathematics,51,205,5137,156,50-59
4082,1137,2019,JS1B,English Language,38,202,5137,137,30-39
4083,1137,2019,JS1B,Civic Education,44,217,5137,144,40-49
4084,1137,2019,JS1B,Basic Science,47,208,5137,133,40-49
4085,1137,2019,JS1B,Basic Technology,40,211,5137,123,40-49
4086,1137,2019,JS1B,Social Studies,56,214,5137,174,50-59
4087,1137,2020,JS2B,Mathematics,33,205,5137,127,30-39
4088,1137,2020,JS2B,English Language,57,202,5137,177,50-59
4089,1137,2020,JS2B,Civic Education,87,217,5137,195,80-89
4090,1137,2020,JS2B,Basic Science,84,208,5137,195,80-89
4091,1137,2020,JS2B,Basic Technology,90,211,5137,187,90-100
4092,1137,2020,JS2B,Social Studies,91,214,5137,198,90-100
4093,1137,2021,JS3B,Mathematics,55,205,5137,169,50-59
4094,1137,2021,JS3B,English Language,44,202,5137,126,40-49
4095,1137,2021,JS3B,Civic Education,53,217,5137,167,50-59
4096,1137,2021,JS3B,Basic Science,45,208,5137,126,40-49
4097,1137,2021,JS3B,Basic Technology,51,211,5137,160,50-59
4098,1137,2021,JS3B,Social Studies,33,214,5137,147,30-39
4099,1137,2022,SS1B,Mathematics,86,205,5137,193,80-89
4100,1137,2022,SS1B,English Language,51,202,5137,158,50-59
4101,1137,2022,SS1B,Civic Education,58,217,5137,172,50-59
4102,1137,2022,SS1B,Physics,98,220,5137,191,90-100
4103,1137,2022,SS1B,Chemistry,60,223,5137,161,60-69
4104,1137,2022,SS1B,Biology,83,226,5137,183,80-89
4105,1137,2023,SS2B,Mathematics,36,205,5137,143,30-39
4106,1137,2023,SS2B,English Language,33,202,5137,143,30-39
4107,1137,2023,SS2B,Civic Education,34,217,5137,128,30-39
4108,1137,2023,SS2B,Physics,59,220,5137,169,50-59
4109,1137,2023,SS2B,Chemistry,91,223,5137,199,90-100
4110,1137,2023,SS2B,Biology,49,226,5137,142,40-49
4111,1138,2019,JS1B,Mathematics,33,205,5138,135,30-39
4112,1138,2019,JS1B,English Language,38,202,5138,130,30-39
4113,1138,2019,JS1B,Civic Education,50,217,5138,160,50-59
4114,1138,2019,JS1B,Basic Science,90,208,5138,193,90-100
4115,1138,2019,JS1B,Basic Technology,83,211,5138,197,80-89
4116,1138,2019,JS1B,Social Studies,41,214,5138,141,40-49
4117,1138,2020,JS2B,Mathematics,32,205,5138,133,30-39
4118,1138,2020,JS2B,English Language,47,202,5138,149,40-49
4119,1138,2020,JS2B,Civic Education,50,217,5138,180,50-59
4120,1138,2020,JS2B,Basic Science,33,208,5138,129,30-39
4121,1138,2020,JS2B,Basic Technology,34,211,5138,144,30-39
4122,1138,2020,JS2B,Social Studies,93,214,5138,193,90-100
4123,1138,2021,JS3B,Mathematics,77,205,5138,193,70-79
4124,1138,2021,JS3B,English Language,55,202,5138,178,50-59
4125,1138,2021,JS3B,Civic Education,44,217,5138,120,40-49
4126,1138,2021,JS3B,Basic Science,35,208,5138,142,30-39
4127,1138,2021,JS3B,Basic Technology,49,211,5138,150,40-49
4128,1138,2021,JS3B,Social Studies,59,214,5138,156,50-59
4129,1138,2022,SS1B,Mathematics,58,205,5138,151,50-59
4130,1138,2022,SS1B,English Language,67,202,5138,177,60-69
4131,1138,2022,SS1B,Civic Education,35,217,5138,139,30-39
4132,1138,2022,SS1B,Physics,30,220,5138,148,30-39
4133,1138,2022,SS1B,Chemistry,48,223,5138,122,40-49
4134,1138,2022,SS1B,Biology,60,226,5138,158,60-69
4135,1138,2023,SS2B,Mathematics,54,205,5138,165,50-59
4136,1138,2023,SS2B,English Language,47,202,5138,126,40-49
4137,1138,2023,SS2B,Civic Education,41,217,5138,123,40-49
4138,1138,2023,SS2B,Physics,94,220,5138,180,90-100
4139,1138,2023,SS2B,Chemistry,50,223,5138,168,50-59
4140,1138,2023,SS2B,Biology,34,226,5138,124,30-39
4141,1139,2019,JS1B,Mathematics,55,205,5139,160,50-59
4142,1139,2019,JS1B,English Language,58,202,5139,155,50-59
4143,1139,2019,JS1B,Civic Education,48,217,5139,122,40-49
4144,1139,2019,JS1B,Basic Science,38,208,5139,149,30-39
4145,1139,2019,JS1B,Basic Technology,78,211,5139,181,70-79
4146,1139,2019,JS1B,Social Studies,41,214,5139,137,40-49
4147,1139,2020,JS2B,Mathematics,45,205,5139,127,40-49
4148,1139,2020,JS2B,English Language,56,202,5139,167,50-59
4149,1139,2020,JS2B,Civic Education,51,217,5139,168,50-59
4150,1139,2020,JS2B,Basic Science,31,208,5139,135,30-39
4151,1139,2020,JS2B,Basic Technology,50,211,5139,179,50-59
4152,1139,2020,JS2B,Social Studies,78,214,5139,198,70-79
4153,1139,2021,JS3B,Mathematics,58,205,5139,151,50-59
4154,1139,2021,JS3B,English Language,80,202,5139,186,80-89
4155,1139,2021,JS3B,Civic Education,54,217,5139,154,50-59
4156,1139,2021,JS3B,Basic Science,40,208,5139,124,40-49
4157,1139,2021,JS3B,Basic Technology,80,211,5139,189,80-89
4158,1139,2021,JS3B,Social Studies,87,214,5139,182,80-89
4159,1139,2022,SS1B,Mathematics,77,205,5139,194,70-79
4160,1139,2022,SS1B,English Language,47,202,5139,142,40-49
4161,1139,2022,SS1B,Civic Education,42,217,5139,128,40-49
4162,1139,2022,SS1B,Physics,39,220,5139,141,30-39
4163,1139,2022,SS1B,Chemistry,34,223,5139,136,30-39
4164,1139,2022,SS1B,Biology,30,226,5139,140,30-39
4165,1139,2023,SS2B,Mathematics,38,205,5139,142,30-39
4166,1139,2023,SS2B,English Language,39,202,5139,130,30-39
4167,1139,2023,SS2B,Civic Education,33,217,5139,132,30-39
4168,1139,2023,SS2B,Physics,42,220,5139,141,40-49
4169,1139,2023,SS2B,Chemistry,31,223,5139,125,30-39
4170,1139,2023,SS2B,Biology,43,226,5139,129,40-49
4171,1140,2019,JS1B,Mathematics,45,205,5140,146,40-49
4172,1140,2019,JS1B,English Language,40,202,5140,131,40-49
4173,1140,2019,JS1B,Civic Education,32,217,5140,126,30-39
4174,1140,2019,JS1B,Basic Science,94,208,5140,187,90-100
4175,1140,2019,JS1B,Basic Technology,75,211,5140,189,70-79
4176,1140,2019,JS1B,Social Studies,30,214,5140,146,30-39
4177,1140,2020,JS2B,Mathematics,38,205,5140,122,30-39
4178,1140,2020,JS2B,English Language,73,202,5140,182,70-79
4179,1140,2020,JS2B,Civic Education,40,217,5140,132,40-49
4180,1140,2020,JS2B,Basic Science,36,208,5140,131,30-39
4181,1140,2020,JS2B,Basic Technology,59,211,5140,170,50-59
4182,1140,2020,JS2B,Social Studies,59,214,5140,165,50-59
4183,1140,2021,JS3B,Mathematics,40,205,5140,144,40-49
4184,1140,2021,JS3B,English Language,39,202,5140,129,30-39
4185,1140,2021,JS3B,Civic Education,40,217,5140,120,40-49
4186,1140,2021,JS3B,Basic Science,49,208,5140,143,40-49
4187,1140,2021,JS3B,Basic Technology,55,211,5140,155,50-59
4188,1140,2021,JS3B,Social Studies,40,214,5140,138,40-49
4189,1140,2022,SS1B,Mathematics,42,205,5140,147,40-49
4190,1140,2022,SS1B,English Language,50,202,5140,154,50-59
4191,1140,2022,SS1B,Civic Education,34,217,5140,147,30-39
4192,1140,2022,SS1B,Physics,45,220,5140,136,40-49
4193,1140,2022,SS1B,Chemistry,53,223,5140,157,50-59
4194,1140,2022,SS1B,Biology,69,226,5140,160,60-69
4195,1140,2023,SS2B,Mathematics,60,205,5140,180,60-69
4196,1140,2023,SS2B,English Language,59,202,5140,157,50-59
4197,1140,2023,SS2B,Civic Education,32,217,5140,138,30-39
4198,1140,2023,SS2B,Physics,87,220,5140,187,80-89
4199,1140,2023,SS2B,Chemistry,60,223,5140,166,60-69
4200,1140,2023,SS2B,Biology,53,226,5140,170,50-59
4201,1141,2019,JS1B,Mathematics,43,205,5141,120,40-49
4202,1141,2019,JS1B,English Language,45,202,5141,126,40-49
4203,1141,2019,JS1B,Civic Education,92,217,5141,188,90-100
4204,1141,2019,JS1B,Basic Science,35,208,5141,144,30-39
4205,1141,2019,JS1B,Basic Technology,53,211,5141,160,50-59
4206,1141,2019,JS1B,Social Studies,35,214,5141,140,30-39
4207,1141,2020,JS2B,Mathematics,80,205,5141,187,80-89
4208,1141,2020,JS2B,English Language,33,202,5141,145,30-39
4209,1141,2020,JS2B,Civic Education,42,217,5141,128,40-49
4210,1141,2020,JS2B,Basic Science,33,208,5141,122,30-39
4211,1141,2020,JS2B,Basic Technology,53,211,5141,178,50-59
4212,1141,2020,JS2B,Social Studies,43,214,5141,126,40-49
4213,1141,2021,JS3B,Mathematics,34,205,5141,140,30-39
4214,1141,2021,JS3B,English Language,55,202,5141,165,50-59
4215,1141,2021,JS3B,Civic Education,58,217,5141,170,50-59
4216,1141,2021,JS3B,Basic Science,52,208,5141,171,50-59
4217,1141,2021,JS3B,Basic Technology,49,211,5141,140,40-49
4218,1141,2021,JS3B,Social Studies,32,214,5141,138,30-39
4219,1141,2022,SS1B,Mathematics,48,205,5141,148,40-49
4220,1141,2022,SS1B,English Language,70,202,5141,197,70-79
4221,1141,2022,SS1B,Civic Education,47,217,5141,142,40-49
4222,1141,2022,SS1B,Physics,32,220,5141,142,30-39
4223,1141,2022,SS1B,Chemistry,72,223,5141,194,70-79
4224,1141,2022,SS1B,Biology,48,226,5141,129,40-49
4225,1141,2023,SS2B,Mathematics,33,205,5141,129,30-39
4226,1141,2023,SS2B,English Language,96,202,5141,180,90-100
4227,1141,2023,SS2B,Civic Education,41,217,5141,150,40-49
4228,1141,2023,SS2B,Physics,50,220,5141,165,50-59
4229,1141,2023,SS2B,Chemistry,58,223,5141,167,50-59
4230,1141,2023,SS2B,Biology,59,226,5141,177,50-59
4231,1142,2019,JS1B,Mathematics,50,205,5142,150,50-59
4232,1142,2019,JS1B,English Language,57,202,5142,160,50-59
4233,1142,2019,JS1B,Civic Education,46,217,5142,124,40-49
4234,1142,2019,JS1B,Basic Science,66,208,5142,168,60-69
4235,1142,2019,JS1B,Basic Technology,77,211,5142,197,70-79
4236,1142,2019,JS1B,Social Studies,86,214,5142,184,80-89
4237,1142,2020,JS2B,Mathematics,56,205,5142,170,50-59
4238,1142,2020,JS2B,English Language,57,202,5142,170,50-59
4239,1142,2020,JS2B,Civic Education,47,217,5142,145,40-49
4240,1142,2020,JS2B,Basic Science,58,208,5142,169,50-59
4241,1142,2020,JS2B,Basic Technology,56,211,5142,166,50-59
4242,1142,2020,JS2B,Social Studies,39,214,5142,143,30-39
4243,1142,2021,JS3B,Mathematics,60,205,5142,165,60-69
4244,1142,2021,JS3B,English Language,50,202,5142,177,50-59
4245,1142,2021,JS3B,Civic Education,38,217,5142,137,30-39
4246,1142,2021,JS3B,Basic Science,50,208,5142,163,50-59
4247,1142,2021,JS3B,Basic Technology,57,211,5142,175,50-59
4248,1142,2021,JS3B,Social Studies,69,214,5142,151,60-69
4249,1142,2022,SS1B,Mathematics,63,205,5142,171,60-69
4250,1142,2022,SS1B,English Language,84,202,5142,185,80-89
4251,1142,2022,SS1B,Civic Education,57,217,5142,152,50-59
4252,1142,2022,SS1B,Physics,39,220,5142,121,30-39
